SMILES,3CL_enzymatic_activity,ACE2_enzymatic_activity,HEK293_cell_line_toxicity_,Human_fibroblast_toxicity,MERS_Pseudotyped_particle_entry,MERS_Pseudotyped_particle_entry_(Huh7_tox_counterscreen),SARS-CoV_Pseudotyped_particle_entry,SARS-CoV_Pseudotyped_particle_entry_(VeroE6_tox_counterscreen),SARS-CoV-2_cytopathic_effect_(CPE),SARS-CoV-2_cytopathic_effect_(host_tox_counterscreen),Spike-ACE2_protein-protein_interaction_(AlphaLISA),Spike-ACE2_protein-protein_interaction_(TruHit_Counterscreen),TMPRSS2_enzymatic_activity
CCNC(=O)NC1=CC=C(C=C1)C2=NC(=C3CCN(CC3=N2)C4=NC=CC=N4)N5CCOC[C@@H]5C,0,,3,,,,,,,,,,
CO[C@@H]1C[C@@H](O[C@H](C)[C@@H]1O[C@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]4CC[C@@]5(C)C(CCC6C5CC[C@]7(C)[C@H]([C@H](CC67O)OC(C)=O)\C8=C\C(=O)OC8)C4,0,,3,,,,,,0,2,,,
CC(O)/C=C/C1(O)C(C)C(O)C(CC1(C)C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,0,,0,,,,,,0,0,,,
CCN1CCN(CC1)CC2=CC=C(NC(=O)C3=CC(=C(C)C=C3)NC(=O)C4=CC(=CN=C4)C5=CC=CS5)C=C2C(F)(F)F,0,,2,,,,,,,,,,
CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@](C)(CO)C5CC[C@@]34C)[C@@H]2C1)C(O)=O,0,,0,,,,,,0,0,,,
C[S+]([O-])(=O)CCNCC1=CC=C(O1)C2=CC3=C(NC4=CC=C(OCC5=CC(=CC=C5)F)C(=C4)Cl)N=CN=C3C=C2,0,,2,,,,,,,,,,
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4C\C=C/6[C@@H]7CC(C)(C)CC[C@@]7(CC[C@@]56C)C(=O)O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)C3(C)C)O[C@@H]([C@H]2O)C(O)=O)[C@H](O)[C@H](O)[C@H]1O,0,,0,,,,,,0,0,,,
COC1=C(C=C(C=C1)[S+]([O-])(=O)NC2=C(OC)C(=CC(=C2)Cl)Cl)N3CCNCC3,0,,1,,,,,,0,0,,,
CC12CC(O)C3C(OC(=O)C3=C)C1C(CCC2O)C=O,0,,0,,,,,,0,0,,,
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)C3C\C=C/5[C@@H]6CC(C)(C)CC[C@@]6([C@H](O)C[C@@]45C)C(O)=O)C2(C)C,0,,0,,,,,,0,0,,,
C[S+]([O-])C1=CC=C(C=C1)C2=COC3=CC=C(C=C23)C4=NN=C(C)O4,0,,0,,,,,,,,,,
COC1=C(OC)C=C2N=C(C=NC2=C1)C3=CC=CC=C3,0,,1,,,,,,,,,,
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H](CO)[C@H]2OC(=O)\C=C\C3=CC=C(O)C=C3)O[C@]4(CO)O[C@H](CO)[C@@H](O)[C@@H]4OC(=O)\C=C\C5=CC=C(O)C=C5)[C@H](O)[C@H](O)[C@H]1O[C@@H]6O[C@@H](C)[C@H](O[C@@H]7OC[C@](O)(CO)[C@H]7O)[C@@H](O)[C@H]6O,0,,0,,,,,,0,0,,,
COC1=C(OC2CCN(C)CC2)C=C(C=C1)C(=O)NCC3=CC(=NO3)C(C)C,0,,0,,,,,,0,0,,,
CC1=NC(=C(S1)C2=C(F)C=CC=C2)C(=O)N3CCC[C@H]3CC4=NN=C(O4)C5=CC=CC=C5,0,,1,,,,,,0,0,,,
CCOC(=O)CNC(=O)[C@@H]1CCCN1C(=O)CC2=CC=CC=C2,0,,0,,,,,,0,0,,,
CC1=CC=C(NC(=O)N2CCN(CC2)C3=C4N=C(SC4=NC(=N3)N)C5=CC=CN=C5)C=C1,0,,1,,,,,,1,0,,,
CCCC1=N[NH]C2=C1C(C3=C(O)C(=CC(=C3)Cl)Cl)C(=C(/N)O2)/C#N,0,,0,,,,,,0,0,,,
C\C1=C(C(C2=CC=C(C=C2)[N+]([O-])=O)C\3=C(CC(C)(C)CC3=O)/N1)/C(=O)OC4CCCCC4,2,,1,,,,,,0,0,,,
CC1(C)CC[C@]23CO[C@@]4(CCC5[C@@]6(C)CC[C@H](O[C@@H]7OC[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]7O)[C@@](C)(CO)C6CC[C@@]5(C)[C@]4(C)CC2=O)[C@@H]3C1,0,,2,,,,,,0,0,,,
CC1CCC(=O)CC(CCC(=O)O1)SCC(O)C(O)=O,0,,1,,,,,,0,0,,,
O[C@H]1[C@H](O)[C@@H](COC(=O)\C=C\C2=CC=C(O)C=C2)O[C@@H](OC(=O)\C=C\C3=CC=CC=C3)[C@@H]1O,0,,0,,,,,,0,0,,,
C[C@H](CC\C=C(C)\C(O)=O)[C@H]1CC(O)[C@@]2(C)C3CC[C@H]4C(C)(C)[C@H](CC[C@@]45C[C@@]35CC(O)[C@]12C)OC6OCC(O)C(O)C6OC7OC(CO)C(O)C(O)C7O,0,,0,,,,,,0,0,,,
CC(CO[C@@H]1O[C@H](COC(=O)\C=C\C2=CC(=C(O)C=C2)O)[C@@H](O)[C@H](O)[C@H]1O)C3(O)COC(=O)C3,0,,0,,,,,,0,0,,,
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)CO[C@H]2OC(=O)[C@]34CCC(C)(C)C[C@H]3C/5=C/CC6[C@@]7(C)C[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O[C@H]9OC[C@](O)(CO)[C@H]9O)[C@H](O)[C@H]8O)[C@@](C)(CO)C7[C@H](O)C[C@@]6(C)[C@]5(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O[C@@H]%10OC[C@@H](O)[C@H](O[C@@H]%11OC[C@](O)(CO)[C@H]%11O)[C@H]%10O,0,,0,,,,,,0,0,,,
C[C@]12[C@@H](O)\C=C/[C@@]3(OC1=O)[C@@H]4C[C@H](O)[C@@H]5C[C@]4(CC5=C)[C@H]([C@H]23)C(O)=O,0,,0,,,,,,0,0,,,
CCOC(=O)N1CCC(CN(CC2=CC=C(S2)[N+]([O-])=O)CC3=CC=C(Cl)C=C3)C1,0,,1,,,,,,0,2,,,
CC1=CC(=CC=C1OC2=CC3=NC=N[N]3C=C2)NC4=C5C=C(C=CC5=NC=N4)C6=CC=C(CNCC[S+](C)([O-])=O)O6,0,,1,,,,,,,,,,
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)[N]3C4=CC=CC=C4C5=C3C6=C(C7=C(C=CC=C7)[N]26)C8=C5CNC8=O,0,,3,,,,,,0,3,,,0
O=C(C[C@H](CC1=CC=CC=C1)C(=O)O[Ca]OC(=O)[C@H](CC(=O)N2C[C@H]3CCCC[C@H]3C2)CC4=CC=CC=C4)N5C[C@H]6CCCC[C@H]6C5,0,,0,,,,,,,,,,
CCCCCC1=CC=C(/C=C/C(=O)NC2=CC(=CC=C2C(O)=O)Cl)C=C1,0,,1,,,,,,0,0,,,
FC1=CC(=CC=C1CN2C(=O)C3=CC=C[N]3[C@@]4(CC(=O)NC4=O)C2=O)Br,0,,0,,,,,,0,0,,,
ONC(=O)/C=C/C1=CC(=CC=C1)[S+]([O-])(=O)NC2=CC=CC=C2,0,,2,,,,,,,,,,
COC1=CC2=NC=NC(=C2C=C1O)NC3=CC=C(F)C(=C3)Cl,0,,1,,,,,,0,0,,,
O[C@@H]1C(=O)N(CCCCN2CCN(CC2)C3=NC=CC=N3)C(=O)CC14CCCC4,0,,0,,,,,,0,0,,,
C1NCC2CC1C3=CC4=NC=CN=C4C=C23,0,,0,,,,,,0,0,,,0
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0,,0,,,,,,0,0,,,
NC/1=N/C2=C(N=C(Br)[N]2[C@@H]3O[C@@H]4CO[P]([O-])(=O)O[C@H]4[C@H]3O)C(=O)N1,0,,1,,,,,,0,0,,,
CC1=CC2=C(C=C1C)[N](CC(=O)C3=CC(=C(O)C(=C3)C(C)(C)C)C(C)(C)C)C(=N2)NCCCO,0,,1,,,,,,0,1,,,
O[C@@H]([C@@H]1CC2CCN1C[C@@H]2C=C)C3=CC=NC4=CC=CC=C34,0,,1,,,,,,,,,,
COC1=CC=C(C=C1OC)C2=C3N=C(C)C=C(NCCN4CCOCC4)[N]3N=C2C,0,,1,,,,,,0,0,,,0
OC(C1CCCCN1)C2=C3C=CC=C(C3=NC(=C2)C(F)(F)F)C(F)(F)F,0,,,,,,,,1,1,,,0
COC1=C(OC)C=C2C(=NC=NC2=C1)NC3=CC(=C(O)C(=C3)Br)Br,0,,0,0,,,,,0,1,,,0
NC/1=N/C(=O)N/C=C1F,0,,,,,,,,0,0,,,0
CC/1=C/CC\C(=C/C2OC(=O)C(=C)C2CC1)C,0,,,,,,,,0,0,,,0
CC[S+]([O-])(=O)C1=CC2=C(OC(=N2)C3=CC4=CC=CC=C4C=C3)C=C1,0,,,,,,,,0,0,,,0
CC(C)=CC[C@@H](O)C/1=C/C(=O)C2=C(O)C=CC(=C2C1=O)O,0,,,,,,,,0,2,,,0
CO[C@@H]1OC[C@@H](O[C@H]1OC2=CC(=C3C(=C2)O[C@]4([C@@H]([C@H]([C@@H](O)[C@@]34O)C(=O)OC)C5=CC=CC=C5)C6=CC=C(OC)C=C6)OC)[C@@H](O)CO,0,,,,,,,,0,0,,,0
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C,0,,,,,,,,0,0,,,0
CC(C)(C)NC(=O)NC1=CC=CC(=C1)NC2=NC(=C(F)C=N2)NC(C)(C)CO,0,,1,,,,,,0,0,,,0
CCCCCCCC1=CC=C(CCC2=CC=CC(=C2C(O)=O)O)C=C1,1,,,,,,,,1,1,,,0
CC/1=C(/C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(F)C=C4[NH]N=CC4=C3,0,,0,0,,,,,0,0,,,0
CC1=N[NH]C=C1C2=CC\3=C(S2)C(=O)NC(=N3)\[C@@H]4CC5CCN4CC5,0,,,,,,,,0,1,,,0
CN1CCN(CC1)CC2=CC=C(NC(=O)NC3=CC=C(OC4=CC(=NC=N4)NC(=O)C5CC5)C=C3)C=C2C(F)(F)F,1,,,,,,,,0,2,,,0
NC1=NC=NC2=C1C(=C[N]2[C@@H]3C[C@H](C3)CN4CCCC4)C5=CC(=CC=C5)OCC6=CC=CC=C6,0,,2,,,,,,1,0,,,0
CC1=NC2=C(C=C(C=C2[N]1CC3=CC=CC(=C3C)C(F)(F)F)N4CCOCC4)C(O)=O,0,,0,,,,,,,,,,
COC(=O)C1(C)CCC(O)C2(C)C1C(OC(C)=O)C(O)C3=C2C=C(O)C(=C3)C(C)C,0,,0,,,,,,0,0,,,
CC1(O)C(O)CCC2(C)CCC(CC12)C(=C)C(O)=O,0,,0,,,,,,0,0,,,
CC1CCN(CC1)C2=CC(=CC=C2NC(=O)C3=CC(=C[NH]3)C#N)N4CCN(C)CC4,0,,1,,,,,,0,0,,,0
CC(=O)N(O)CCCCCN1C(=O)CCC1=O,0,,0,,,,,,0,0,,,
C\C=C(\C)C(=O)O[C@H]1C[C@]2(C)O[C@@H]2[C@H]3O[C@H]3C(=C)[C@@H](O)[C@H]4OC(=O)C(=C)[C@H]14,0,,1,,,,,,0,0,,,
C[C@H](NC(=O)C1=CC2=C(C=C1)[N](CC3=CC=C(C=C3)C4=CC=CC=C4C(O)=O)C(=C2C)C)C5=CC=C(C=C5)[N+]([O-])=O,1,,0,,,,,,,,,,
CC1(O)CC(O)C2(O)\C=C/OC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C12,0,,0,,,,,,0,0,,,
COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC[C@H]2O[C@@H](O[C@@H]3O\C=C(/[C@H]4C[C@H](O)C(=C)[C@@H]34)C(O)=O)[C@H](O)[C@@H](O)[C@@H]2O,0,,0,,,,,,0,0,,,
OC1=C(C(=CC=C1)OCC2CC2)C3=CC(=C4COC(=O)NC4=N3)[C@@H]5CCCNC5,0,,1,,,,,,,,,,
CC(C)(O)C1CC(=O)C2(C)C(CCC3(C)C(OC(=O)C4OC234)C5=COC=C5)C16CCC(=O)OC6,0,,2,,,,,,0,0,,,
COC1CC(OC(C)C1O)O[C@H]2CC[C@@]3(C)C(CCC4C3CC[C@]5(C)[C@H](CC[C@]45O)\C6=C\C(=O)OC6)C2,0,,3,,,,,,0,3,,,
CC1(C)CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@@]34C)C2C1)C(O)=O,0,,0,,,,,,0,0,,,
CCN(CC)CC1=CC=CC(=N1)/C=C/C2=N/C3=CC=C(F)C=C3C(=O)N2C4=CC=CC=C4Cl,0,,1,,,,,,2,0,,,
C\C=C1\[C@@H](O\C=C2/[C@H]1CC(=O)OC[C@@H]3[C@@H](C)[C@@H](C[C@H]3C(C)CO)OC2=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O,0,,0,,,,,,0,0,,,
CC1=C(C=C([N]1CCCN2CCOCC2)C3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)C(F)(F)F,0,,1,,,,,,1,1,,,0
CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC(=CC=C3)CN4/N=C(\C=C/C4=O)C5=CC(=CC=C5)C#N,0,,1,,,,,,,,,,
CC1=CC(=NC(=N1)N)NC2=CC=C(NC(=O)C3=CC=C(NC4=CC=NC5=C4C=CC=C5)C=C3)C=C2,0,,2,,,,,,,,,,
NC(=O)C1=CC=CC2=C[N](N=C12)C3=CC=C(C=C3)[C@@H]4CCCNC4,0,,2,,,,,,,,,,
CCCSC1=NC2=C(N=N[N]2C3CC(OCCO)C(O)C3O)C(=N1)NC4CC4C5=CC(=C(F)C=C5)F,0,,1,,,,,,,,,,
CCOC1=CC=C(NC(=S)N2CCC(CC2)C(O)(C3=CC=CC=C3)C4=CC=CC=C4)C=C1,0,,0,,,,,,0,0,,,
CC1CCN(CC1)C2=NC=NC(=C2)NC(=O)C3=CC=CC=C3,0,,1,,,,,,0,2,,,
CC(C)\C1=C(/NC(=O)NC2=CC=C(Cl)C=C2)C(=O)N(N1C)C3=CC=CC=C3,0,,0,,,,,,0,0,,,
CC(C)(O)/C=C/C1=C/C(=O)[C@@](C)(O)C[C@H]1O,0,,0,,,,,,0,0,,,
C\C1=C\CC2C(C)(CO)CCCC2(C)C1CC34OC3C(O)\C(=C/C4O)CO,0,,0,,,,,,0,0,,,
CC1OC(OC2C(O)C(O)C(OCC3OC(OC(=O)C45CCC(C)(C)CC4C/6=C/CC7C8(C)CCC(OC9OC(CO)C(O)C(OC%10OC(CO)C(O)C(O)C%10O)C9O)C(C)(C)C8CCC7(C)C6(C)CC5)C(O)C(O)C3O)OC2CO)C(O)C(O)C1OC%11OC(CO)C(O)C(O)C%11O,0,,0,,,,,,0,0,,,
COC(=O)C/1=C/OC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C3C(C)C(=O)CC13,0,,0,,,,,,0,0,,,
COC1=CC=C(C=C1)[C@H]2OC[C@H]3O[C@@H](O[C@@H]4[C@@H](O)CN[C@H]24)[C@H](O)[C@H]3O,0,,2,,,,,,2,2,,,
C[C@H]1[C@@H]2[C@H](OC(C)=O)C(=O)[C@@]3(C)[C@@H](CC[C@H]4\C([C@H](C[C@]34C)OC(C)=O)=C(/CCC=C(C)C)C(O)=O)[C@@]2(C)\C=C/C1=O,0,,0,,,,,,0,0,,,
C[N]1N=CC(=C1C2=C(Cl)SC(=C2)C(=O)N[C@H](CN)CC3=CC=C(F)C(=C3)F)Cl,0,,,,,,,,0,1,,,0
CC\C(C1=C(Cl)C=C(F)C=C1)=C(\C2=CC=C(\C=C\C(O)=O)C=C2)C3=CC4=C([NH]N=C4)C=C3,0,,,,,,,,0,1,,,0
COC1=CC(=C(Cl)C(=C1Cl)C2=CC3=CN=C(NC4=C(C)C=CC=C4NC(=O)C=C)N=C3C=C2)OC,0,,,,,,,,1,0,,,0
CC1=NN=C(N[S+]([O-])(=O)C2=CC=C(N)C=C2)S1,0,,,,,,,,0,0,,,0
C[N]1C(=NC2=CC(=CC=C12)N(CCCl)CCCl)CCCCCCC(=O)NO,0,,,,,,,,0,2,,,0
ONC(=O)C1=CN=C(NC2(CCCCC2)C3=CC(=CC=C3)F)N=C1,0,,,,,,,,0,0,,,0
CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)[S+]([O-])(=O)NC(=O)NC3CCCCC3,0,,,,,,,,0,0,,,0
[O]=[C]1C2=C(C=CC=C2)C3=N[NH]C4=CC=CC1=C34,0,,,,,,,,0,1,,,0
CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C/3=C/C(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0,,,,,,,,0,0,,,0
C[C@@H]1CC[C@@]2(CC[C@]3(C)\C(=C/C[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O,0,,,,,,,,0,0,,,0
CC(C)C[C@H](NC(=O)C1=CC2=CC=CC=C2S1)C(=O)N3CCN(CC3)C(=O)[C@H](CO)N[S+]([O-])(=O)C4=CC=C(Cl)C=C4Cl,0,,,,,,,,0,1,,,0
CC1=CC=C(C=C1)[S+]([O-])(=O)NC2=NC3=CC=CC=C3N=C2NC4=CC5=NSN=C5C=C4,0,,,,,,,,0,0,,,0
CC1=CC=C(C=C1)[S+]([O-])(=O)NC2=CC(=CC=C2C)C3=CC=C(S3)C#N,0,,,,,,,,0,2,,,0
CN(CCOC1=CC=C(C[C@H](NC2=CC=CC=C2C(=O)C3=CC=CC=C3)C(O)=O)C=C1)C4=CC=CC=N4,1,,,,,,,,0,0,,,0
CC(C)C[C@H](CC(O)=O)C(=O)N[C@@H](CC1=C[NH]C2=C1C=CC=C2)C(=O)N[C@@H](C)C3=CC=CC=C3,0,,2,0,,,,,0,0,,,0
CC1=NC2=C(C=CC=C2N=C1C3=CC=C(C=C3)C4=CC=CC(=C4)[S+](C)([O-])=O)C(F)(F)F,0,,2,,,,,,0,0,,,
C\C=C\C=C\C1=C/2C3C4(C)OC5(O)C6(C)OC4(O)C(C)(C6\C(=C(O1)/C35C)C(=O)CC(O)\C=C\C)C2=O,0,,0,,,,,,0,0,,,
COC1=CC(=CC=C1NC2=NC(=C(Cl)C=N2)NC3=C(C=CC=C3)[S+]([O-])(=O)C(C)C)N4CCC(CC4)N5CCN(C)CC5,0,,2,,,,,,,,,,
CC1CCC\2C1C(O\C=C2C(O)=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,0,,0,,,,,,0,0,,,
CN1CCN(CC1)CC2=CC=C(NC(=O)C3=CC(=C(C)C=C3)C#CC4=CN=C5C=CC=N[N]45)C=C2C(F)(F)F,0,,2,,,,,,,,,,
C[C@]1(CO)CCC[C@@]\2(C)C1CC\C3=C2COC3,0,,0,,,,,,0,0,,,
CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C3=CC=C(F)C=C3,0,,1,,,,,,,,,,
CC(=O)OCC(/CC[C@@H]1\C(=C/C(=O)[C@@H]2C(C)(C)CCC[C@@]12C)C)=C/C(O)=O,0,,0,,,,,,0,0,,,
CC(C)(O)C1=CC=C2C(=C1)C(=O)C[C@H]3[C@@](C)(CCC[C@]23C)C(O)=O,0,,0,,,,,,0,0,,,
CO[C@H]1C[C@@H](O[C@H](C)[C@H]1O)O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)\C6=C\C(=O)OC6,0,,3,,,,,,0,3,,,
C[C@@H]1C[C@H](O[C@H]\2C[C@@]3(C)\C(=C12)C[C@H](O)[C@H]4[C@@]5(C)CCC(=O)C(C)(C)C5CC[C@]34C)[C@@H](O)C(C)(C)O,0,,0,,,,,,0,0,,,
OC[C@@]1(O)CO[C@@H](OC[C@H]2O[C@@H](OC3=C[NH]C4=CC=CC=C34)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O,0,,0,,,,,,0,0,,,
CC[C@H]/1CC[C@H]2O[C@]3(O[C@H](C[C@H](C)O)[C@H](C)CC3=O)[C@H](C)[C@@H](OC(=O)\C=C\[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)C(O)[C@@H](C)C(=O)[C@@](C)(O)C(O)[C@@H](C)C\C=C\C=C1)[C@H]2C,0,,3,,,,,,0,0,,,
C[C@@H]1C[C@H](O)\C=C\[C@H](O)[C@@H](O)CC(=O)O1,0,,0,,,,,,0,0,,,
CC1(CO)CCCC2(C)C1C(CC3C(=O)OCC23O)OC(=O)C4=CC=CC=C4,0,,0,,,,,,0,0,,,
COC1=CC(=C(CCC(O)=O)C=C1C2OC(=O)C(C)(O)C2O)O[C@@H]3O[C@H](COC(=O)CCC4=C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C=C(OC)C(=C4)C6OC(=O)C(C)(O)C6O)[C@@H](O)[C@H](O)[C@H]3O,0,,0,,,,,,0,0,,,
CC(CCO)CC[C@@H]1C(=C)CC[C@H]2[C@@]1(C)CCC[C@@]2(C)C(O)=O,0,,0,,,,,,0,0,,,
C[C@@H]1O[C@@H](O[C@H]2[C@@H]3\C=C/O[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3[C@@]5(CO)O[C@@H]25)[C@H](OC(=O)\C=C\C6=CC=CC=C6)[C@H](OC(C)=O)[C@H]1OC(C)=O,0,,2,,,,,,0,0,,,
COC1=C(C=C(Cl)C=C1)[C@@]2(F)C(=O)NC3=C2C=CC(=C3)C(F)(F)F,0,,1,,,,,,1,1,,,
CC(=O)OC/1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)C4=CC=CC=C4)C5(O)CC(OC(=O)C(O)C(NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)\C(=C1C5(C)C)C,0,,3,,,,,,,,,,
[O-][S+]1(=O)CCN(CC1)CC2=CC(=C3[NH]C(=CC3=C2)C4=CC=CC=C4)NCC5CCOCC5,0,,1,,,,,,0,0,,,
C1CC[C@@H](NC1)[C@@H]2COC(O2)(C3=CC=CC=C3)C4=CC=CC=C4,0,,1,,,,,,0,0,,,
CC[S+]([O-])(=O)N1CCC(CC1)[C@@H](C)[N]2C(=C(C(=O)NC/C3=C(OC)/C=C(/C)NC3=O)C4=CC=CC=C24)C,0,,0,,,,,,,,,,
NC(=O)C1=C(NC(=O)C2CCCCC2)SC(=N1)NC3=CC=CC=C3,0,,1,,,,,,1,0,,,
COC(=O)C1=CC=C2C(=C1)[NH]C3=NC=NC(=C23)NCCCN4CCCCC4,0,,1,,,,,,0,0,,,
CC(=O)OC1=CC2=C(CCN(C2)[C@H](C(=O)C3CC3)C4=CC=CC=C4F)S1,0,,0,,,,,,,,,,
CN1CC[C@@H]2[C@H](C1)C3=C(C=CC(=C3)C)N2C(=O)CSC4=NN=N[N]4C5=CC=C(Cl)C=C5,0,,1,,,,,,0,0,,,
C[C@@H](N1CCC(=C)CC1)[C@](O)(C[N]2C=NC=N2)C3=CC=C(F)C=C3F,0,,1,,,,,,,,,,
COC1OC(OC)C(O)(CCC2(C)C(C)CCC3(C)C2CC(O)C(O)C34CO4)C1O,0,,0,,,,,,0,0,,,
[O-][S+](=O)(NCC1=NC=CC=C1)C2=C3C=CC=CC3=C(Br)C=C2,0,,1,,,,,,0,0,,,
[O]=[C]1\[N]=[C](/[S]C2=CC=CC=C12)C3=NC=CC=C3,0,,1,,,,,,0,0,,,
[O]=[C](C1=CC=CC=N1)C2=C3N=CC=C([N]3N=C2)C4=CC=NC=C4,0,,0,,,,,,0,0,,,
CC(OC1OCCN(C\C2=N\C(=O)NN2)C1C3=CC=C(F)C=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,1,,1,,,,,,,,,,
COC1=CC=C(C=C1)N2CCN(CCCNC(=O)CN3C(=O)C4=CC=C[N]4C5=C3N=CC=C5C)CC2,0,,0,,,,,,0,0,,,
FC1=CC(=C2NC(C3C\C=C/C3C2=C1)C4=CN=CC=C4)F,0,,1,,,,,,,,,,
N#CC(C1=NC2=CC=CC=C2S1)C3=NC(=NC=C3)OCC4=CC=C(CN5CCOCC5)C=C4,0,,2,,,,,,0,0,,,
CC#CC(=O)NC1=CC2=C(NC3=CC=CC(=C3)Br)N=CN=C2C=C1,0,,2,,,,,,,,,,
CCOC(=O)COC1=CC=C2CC[C@@H](CC2=C1)NC[C@H](O)C3=CC(=CC=C3)Cl,0,,0,,,,,,0,0,,,
FC(F)OC1=C(C=C(C=C1)C(=O)N2CC3=CC=CN=C3C2)C#CC4=NC=CC=C4,0,,1,,,,,,0,0,,,
CC(C)[S+]([O-])(=O)NC[C@H](C)C1=CC=C(NC(=O)C2=CC(=CC(=C2)F)F)C=C1,0,,0,,,,,,0,0,,,
C1CCN(CC1)CCOC2=CC(=CC=C2)C3=N[NH]C4=CC=C(C=C34)C5=N[NH]C=N5,0,,1,,,,,,0,0,,,0
FC(F)(F)C1=CC=C2C(=CC=NC2=C1)SCCCCCO\C3=C\O\C(=C/C3=O)CN4CCOCC4,1,,2,,,,,,,,,,
C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]2CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]2O,0,,0,,,,,,,,,,
CCCCOC1=CC=C(CC(=O)NO)C=C1,0,,,,,,,,0,0,,,0
COC1=CC2=C(N=CN=C2C=C1OCCCN3CCCCC3)N4CCN(CC4)C(=O)NC5=CC=C(OC(C)C)C=C5,0,,,,,,,,0,0,,,0
NC(=O)C1=C(NC(=O)NCCCCN2CCCC2)SN=C1OCC3=C(F)C=C(Br)C=C3F,0,,1,,,,,,1,2,,,0
C[C@H]1CC[C@@H](CC1)C(=O)N([C@@H]2CC[C@H](O)CC2)C3=C(SC(=C3)C#CC(C)(C)C)C(O)=O,0,,1,0,,,,,0,0,,,0
CC(C)(O)C1=COC(=C1)[S+]([O-])(=O)NC(=O)NC2=C3CCCC3=CC4=C2CCC4,0,,,,,,,,0,0,,,0
CNC(=O)C1=CC(=CC=N1)OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2,0,,2,0,,,,,3,2,,,0
C[C@@H]1C[C@H]2[C@@H]3CCC\4=C\C(=O)\C=C/[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,,,,,,,,0,0,,,0
